movieId,imdbId,tmdbId,imdb_rating,imdb_genre,tmdb_rating,tmdb_genre
36,112818,687.0,3.75,Crime|Drama,3.7,Drama
38,113442,33689.0,2.95,Comedy|Family|Romance,3.2,Comedy|Family|Romance
39,112697,9603.0,3.4,Comedy|Romance,3.6,Comedy|Romance
40,112749,34615.0,3.4,Drama|Thriller,3.35,Drama
41,114279,31174.0,3.7,Drama|Sci-Fi|War,3.4,Drama|War
42,112819,11443.0,3.45,Action|Crime|Drama|Thriller|War,3.3,Action|Drama
43,114272,35196.0,3.3,Biography|Drama|History|Romance,3.25,Drama|Romance
44,113855,9312.0,2.9,Action|Adventure|Fantasy|Sci-Fi|Thriller,2.8,Action|Fantasy
45,114681,577.0,3.4,Comedy|Crime|Drama|Thriller,3.3,Drama|Comedy|Crime
46,113347,11861.0,3.15,Comedy|Drama|Romance,3.15,Drama|Romance
47,114369,807.0,4.3,Crime|Drama|Mystery|Thriller,4.15,Crime|Mystery|Thriller
48,114148,10530.0,3.35,Animation|Adventure|Drama|Family|Musical|Romance,3.45,Adventure|Animation|Family|Romance
49,114916,8391.0,3.25,Drama|Romance,3.25,Drama|Romance
50,114814,629.0,4.25,Crime|Mystery|Thriller,4.1,Drama|Crime|Thriller
52,113819,11448.0,3.5,Comedy|Fantasy|Romance,3.4,Comedy|Romance
53,110299,49133.0,3.75,Drama,3.65,Drama
54,112499,26441.0,2.8,Comedy|Family|Sport,2.6,Action|Adventure|Comedy|Family
55,113158,97406.0,3.3,Drama|Music,3.3,Drama
57,113321,9089.0,3.3,Comedy|Drama|Romance,3.15,Comedy|Drama|Romance
58,110877,11010.0,3.85,Biography|Comedy|Drama|Romance,4.0,Comedy|Drama|Romance
60,113419,11359.0,3.0,Drama|Family|Fantasy,3.05,Adventure|Family|Fantasy
61,116260,17182.0,3.1,Crime|Drama|Thriller,3.0,Thriller|Crime
62,113862,2054.0,3.65,Drama|Music,3.5,Music|Drama|Family
63,116126,10607.0,3.3,Comedy|Crime,3.1,Comedy
64,118002,19760.0,2.65,Comedy|Crime|Romance,2.45,Comedy|Romance
65,115683,9536.0,2.25,Comedy,2.3,Comedy
66,116839,11525.0,1.25,Action|Sci-Fi|Thriller,1.45,Science Fiction
68,113149,4482.0,3.2,Comedy,3.1,Comedy|Romance
69,113118,10634.0,3.65,Comedy|Drama,3.55,Comedy
70,116367,755.0,3.6,Action|Crime|Horror,3.5,Horror|Action|Thriller|Crime
71,113010,11859.0,2.15,Action|Romance|Thriller,2.1,Action|Thriller|Romance
72,113537,28387.0,3.45,Comedy|Drama|Romance,3.3,Comedy|Drama|Romance
73,113828,48750.0,3.7,Drama|History,3.45,Drama|History
74,115644,20927.0,3.05,Drama|Romance,2.75,Drama|Romance
75,115676,36929.0,2.35,Comedy|Thriller,2.0,Comedy
76,114367,9102.0,3.2,Horror|Sci-Fi|Thriller,3.1,Horror|Science Fiction
77,113973,124626.0,3.6,Documentary|Biography|Music,3.75,Documentary
78,112744,27526.0,3.15,Drama|Thriller,3.05,Drama|Thriller
79,116731,9623.0,2.85,Crime|Drama|Thriller,2.7,Drama|Thriller
80,112445,46785.0,3.85,Drama|Family,3.85,Family|Drama
81,114660,400.0,3.4,Crime|Drama|Thriller,3.3,Drama|Crime
82,112379,880.0,3.7,Comedy|Drama,3.7,Drama|Comedy
83,114039,146599.0,3.5,Drama|Romance,2.25,Romance|Drama
85,112365,8447.0,3.4,Drama|Romance,3.3,Drama|Romance
86,118158,10534.0,3.3,Adventure|Drama,3.15,Action|Drama|Adventure
87,116151,17414.0,2.65,Comedy|Adventure|Family,2.65,Adventure|Comedy|Family
88,115697,13997.0,3.15,Comedy,3.0,Comedy
89,113972,2086.0,3.15,Action|Crime|Drama|Thriller,3.05,Crime|Drama|Thriller
92,117002,9095.0,2.9,Drama|Horror|Romance|Thriller,2.9,Drama|Horror|Thriller|Romance
93,114825,12158.0,2.3,Comedy|Fantasy|Horror|Romance,2.45,Comedy|Horror|Romance
94,115639,9283.0,3.55,Comedy|Drama|Romance,3.4,Comedy|Drama|Romance
95,115759,9208.0,3.0,Action|Adventure|Thriller,2.95,Action
96,113403,40154.0,3.6,Comedy,3.7,Comedy
97,113247,406.0,4.05,Crime|Drama,4.0,Drama
99,113283,63076.0,3.25,Documentary|Biography,3.3,Documentary
100,115907,11062.0,3.1,Drama|Thriller,3.05,Drama|Thriller
101,115734,13685.0,3.5,Comedy|Crime|Drama,3.4,Comedy|Crime|Drama
102,117102,47475.0,1.95,Comedy,2.0,Comedy|Romance
103,118040,2045.0,3.0,Drama|Mystery|Sci-Fi|Thriller,2.8,Drama|Mystery|Science Fiction|Thriller
104,116483,9614.0,3.5,Comedy|Sport,3.25,Comedy
105,112579,688.0,3.8,Drama|Romance,3.8,Drama|Romance
106,110251,11907.0,3.55,Comedy|Drama,2.65,Drama|Comedy|Family
107,117110,10874.0,3.5,Action|Adventure|Comedy|Family|Musical|Romance,3.25,Action|Comedy|Music|Family|Adventure|Romance
108,112646,89333.0,3.5,Documentary,4.0,Documentary
110,112573,197.0,4.15,Biography|Drama|History|War,3.95,Action|Drama|History|War
111,75314,103.0,4.15,Crime|Drama,4.1,Crime|Drama
112,113326,33542.0,3.35,Action|Comedy|Crime|Thriller,3.3,Crime|Action|Comedy|Thriller
113,115645,43566.0,3.05,Crime|Drama|Mystery,3.05,Drama|Thriller|Mystery
116,112373,51352.0,4.0,Documentary|Biography|War,4.15,Documentary|Drama
117,115033,16934.0,3.55,Crime|Drama,3.6,Comedy|Crime|Drama
118,116606,10324.0,2.45,Comedy|Romance,2.6,Comedy|Romance
119,114536,78406.0,2.35,Comedy,2.25,Comedy|Drama
121,106473,32119.0,3.8,Drama,3.95,Drama
122,103859,11066.0,2.75,Comedy|Drama|Romance,2.75,Comedy|Romance
123,109424,11104.0,4.05,Comedy|Crime|Drama|Mystery|Romance,4.05,Drama|Comedy|Romance
125,116324,2074.0,3.35,Comedy,3.1,Comedy
126,110647,27793.0,1.55,Adventure|Comedy|Family|Fantasy,2.15,Fantasy|Family
128,110217,290157.0,3.6,Documentary|Biography|Mystery,4.0,
129,114131,110972.0,2.85,Comedy|Romance,3.35,Comedy|Romance
132,113451,11863.0,2.65,Crime|Drama|Thriller,2.65,Thriller|Mystery
135,116130,9101.0,3.1,Comedy,2.95,Comedy
137,113756,5757.0,2.9,Comedy|Romance,1.9,Comedy
140,118055,9302.0,3.1,Drama|Romance,3.1,Drama|Romance
141,115685,11000.0,3.55,Comedy,3.5,Comedy
144,112585,16388.0,3.3,Comedy|Drama|Romance,3.05,Comedy|Drama|Romance
145,112442,9737.0,3.45,Action|Comedy|Crime|Thriller,3.3,Action|Comedy|Crime|Thriller
146,112342,30765.0,2.9,Adventure|Drama|Family,2.7,Action|Adventure|Drama|Family
147,112461,10474.0,3.65,Biography|Crime|Drama|Sport,3.65,Drama|Crime
148,112427,22279.0,3.0,Comedy|Drama|Romance,3.35,Romance|Drama|Comedy
149,109093,30157.0,3.45,Comedy|Crime|Drama|Thriller,3.35,Crime|Comedy|Drama|Thriller
150,112384,568.0,3.8,Adventure|Drama|History,3.7,Drama|History
151,114287,11780.0,3.45,Adventure|Biography|Drama|History,3.35,Adventure|History|War|Drama
152,112288,34996.0,3.25,Horror,3.25,Drama|Horror
153,112462,414.0,2.7,Action|Adventure|Fantasy,2.65,Action|Crime|Fantasy
154,61395,649.0,3.85,Drama,3.8,Drama|Romance
155,112495,1873.0,3.3,Action|Adventure|Drama,3.35,Drama|Thriller
156,112541,5894.0,3.35,Comedy,3.45,Comedy
157,109370,1775.0,3.0,Comedy,2.95,Comedy
158,112642,8839.0,3.05,Comedy|Family|Fantasy,3.1,Fantasy|Comedy|Family
159,112688,20649.0,3.45,Crime|Drama|Mystery,3.45,Mystery|Crime|Drama
160,112715,10329.0,2.6,Action|Adventure|Mystery|Sci-Fi,2.6,Action|Adventure
161,112740,8963.0,3.65,Action|Drama|Thriller|War,3.55,Thriller|Action|War
162,109508,26564.0,4.0,Documentary|Biography|Comedy,3.9,Documentary
163,112851,8068.0,3.6,Action|Thriller,3.4,Thriller|Action|Crime
164,112857,8512.0,3.35,Crime|Drama|Mystery|Thriller,3.2,Crime|Thriller|Drama
165,112864,1572.0,3.8,Action|Adventure|Thriller,3.55,Action|Thriller
166,112887,13552.0,3.05,Comedy|Crime|Drama,3.1,Action|Comedy|Crime|Drama
168,113071,6520.0,3.0,Action|Adventure|Drama|Romance,3.0,Action|Adventure|Drama|Romance
169,113114,9073.0,2.5,Adventure|Drama|Family,2.85,Adventure
170,113243,10428.0,3.15,Comedy|Crime|Drama|Thriller,3.15,Action|Crime|Thriller|Drama
171,113464,17447.0,3.4,Comedy|Drama,3.4,Comedy|Drama|Romance
172,113481,9886.0,2.85,Action|Drama|Sci-Fi|Thriller,2.85,Adventure|Action|Drama|Science Fiction|Thriller
173,113492,9482.0,2.8,Action|Crime|Sci-Fi|Thriller,2.8,Science Fiction
174,113500,19326.0,2.15,Comedy,2.15,Comedy|Drama
175,113540,9344.0,3.55,Drama,3.4,Drama|Crime
176,113677,9071.0,3.75,Comedy|Drama,3.65,Drama|Comedy
177,113690,8973.0,3.05,Horror|Mystery|Thriller,3.0,Horror|Fantasy
178,107447,15730.0,3.35,Drama|Comedy,3.2,Comedy|Drama
179,113729,47608.0,2.7,Drama|Romance,2.6,Drama|Romance
180,113749,2293.0,3.55,Comedy|Romance,3.4,Romance|Comedy
181,113820,9070.0,2.6,Action|Adventure|Family|Sci-Fi|Thriller,2.7,Action|Adventure|Science Fiction|Family|Fantasy
183,110604,48787.0,3.35,Crime|Thriller,3.3,Thriller
184,110620,34574.0,3.05,Drama|Horror,2.9,Horror|Thriller
185,113957,1642.0,2.95,Action|Crime|Drama|Mystery|Thriller,2.95,Crime|Drama|Mystery|Thriller|Action
186,113986,11472.0,2.75,Comedy|Romance,2.8,Romance|Comedy
187,114095,36196.0,3.3,Comedy,3.1,Comedy
188,114194,11980.0,3.25,Action|Crime|Drama|Fantasy|Horror|Mystery|Thriller,3.25,Fantasy|Horror|Thriller
189,114241,58372.0,2.65,Comedy|Drama|Fantasy,4.25,Fantasy|Comedy|Drama
190,114323,32646.0,3.6,Drama,3.55,Drama
191,114345,10533.0,2.65,Drama|Romance,2.85,Drama|Romance
193,114436,10802.0,2.4,Drama,2.6,Drama
194,114478,10149.0,3.7,Comedy|Drama,3.65,Comedy|Drama
195,114496,18402.0,2.85,Comedy|Drama|Romance,2.9,Comedy|Drama
196,114508,9348.0,2.9,Action|Horror|Sci-Fi|Thriller,2.85,Science Fiction|Horror|Action
198,114558,281.0,3.6,Action|Crime|Drama|Sci-Fi|Thriller,3.5,Crime|Drama|Science Fiction|Thriller
199,58450,5967.0,3.9,Drama|Musical|Romance,3.75,Drama|Romance
201,114663,47939.0,3.05,Drama|Fantasy,3.15,Fantasy|Family
202,114702,36834.0,3.3,Biography|Drama|Romance,3.25,Drama|Romance
203,114682,9090.0,3.3,Comedy|Drama,3.5,Comedy
204,114781,3512.0,2.75,Action|Thriller,2.8,Action|Thriller
205,114798,52856.0,3.35,Comedy|Drama,3.05,Comedy|Drama|Family
206,114805,77350.0,3.25,Documentary,2.9,Documentary
207,114887,9560.0,3.35,Drama|Romance,3.3,Drama|Romance
208,114898,9804.0,3.1,Action|Adventure|Sci-Fi,3.0,Action|Adventure|Science Fiction
209,114928,31611.0,2.65,Drama|Thriller,2.45,Drama
210,114938,65796.0,2.95,Action|Biography|Western,2.9,Action|Western
211,109340,49805.0,3.6,Drama,3.35,Drama
212,112602,26258.0,2.8,Adventure|Comedy|Crime|Family|Mystery,2.65,Adventure|Family
213,111579,50797.0,3.95,Drama|History|War,3.6,Drama
214,110882,19155.0,4.0,Drama|War,3.85,Drama|War
215,112471,76.0,4.05,Drama|Romance,3.95,Drama|Romance
216,112508,11017.0,3.2,Comedy,3.05,Comedy
217,112438,37141.0,2.15,Drama|Thriller,2.3,Drama|Thriller
218,112571,9382.0,3.25,Comedy|Drama,3.25,Comedy|Drama
219,112757,6715.0,3.85,Drama,3.75,Drama|Family
220,112643,18256.0,2.95,Drama|Horror|Mystery|Thriller,3.1,Thriller|Drama|Horror|Mystery
222,112679,22625.0,3.3,Drama|Romance,3.2,Drama|Romance
223,109445,2292.0,3.85,Comedy,3.7,Comedy
224,112883,1909.0,3.35,Comedy|Drama|Romance,3.2,Romance|Drama|Comedy
225,109635,8984.0,3.05,Drama|Thriller,3.05,Drama|Thriller|Crime|Mystery|Romance
227,109676,4954.0,2.8,Action|Adventure|Thriller,2.75,Action
228,112854,62488.0,2.25,Crime|Comedy|Fantasy,2.65,Crime|Comedy|Fantasy
229,109579,10531.0,3.65,Drama|Mystery|Thriller,3.55,Drama|Thriller|Mystery
230,109642,11929.0,3.7,Crime|Drama|Mystery|Thriller,3.6,Crime|Drama|Mystery
231,109686,8467.0,3.65,Comedy,3.25,Comedy
232,111797,10451.0,3.9,Comedy|Drama|Romance,3.8,Comedy|Drama|Romance
233,109759,20156.0,3.5,Drama,3.45,Drama|Mystery
234,109758,18395.0,2.1,Comedy|Crime|Romance|Thriller,2.05,Comedy|Crime|Thriller
235,109707,522.0,3.9,Biography|Comedy|Drama,3.75,Comedy|Drama|History
236,113117,397.0,3.3,Comedy|Drama|Romance,3.2,Comedy|Romance
237,113097,10525.0,3.25,Comedy|Romance,3.1,Comedy|Drama|Romance
238,113028,27985.0,3.2,Adventure|Family,2.8,Action|Adventure|Drama|Family
239,113198,15789.0,3.4,Animation|Adventure|Comedy|Family|Musical|Romance,3.45,Romance|Animation|Family|Comedy|Adventure
240,113303,27303.0,2.65,Fantasy|Horror|Thriller,2.55,Drama|Thriller
241,113089,21183.0,3.35,Drama|Family|Fantasy,3.3,Drama|Adventure|Family
242,109771,10954.0,3.4,Biography|Drama|Music,3.2,History|Drama
243,113199,47867.0,1.9,Comedy|Drama|Family|Fantasy,2.65,Drama|Family|Fantasy
246,110057,14275.0,4.15,Documentary|Drama|Sport,3.95,Documentary
247,110005,1024.0,3.65,Biography|Crime|Drama|Thriller,3.55,Drama|Fantasy
248,110066,17207.0,3.0,Comedy,2.85,Comedy|Family
249,110116,13701.0,3.75,Biography|Drama|Music|Romance,3.5,Drama|Music|Romance
250,110006,14819.0,3.3,Comedy|Drama|Family|Sport,3.05,Comedy|Family|Drama
251,113360,32631.0,3.0,Action|Drama|Thriller,2.9,Action|Thriller
252,110099,11777.0,3.1,Comedy|Romance,3.0,Comedy|Drama|Romance
253,110148,628.0,3.8,Drama|Horror,3.65,Horror|Drama|Fantasy
254,113463,87729.0,2.85,Biography|Drama|History|Romance,2.75,Drama|Romance
255,110189,18713.0,2.4,Comedy|Crime,2.45,Comedy|Crime
256,110216,6280.0,2.3,Comedy|Romance|Sci-Fi,2.5,Comedy|Family|Romance
257,113501,9061.0,3.2,Action|Crime|Drama|Mystery|Thriller,3.1,Action|Drama|Mystery|Thriller
258,113538,37108.0,2.35,Adventure|Comedy|Family|Fantasy|Romance,2.35,Adventure|Fantasy|Comedy|Science Fiction|Family
259,113552,6071.0,2.95,Action|Crime|Thriller,2.85,Action|Crime|Drama|Thriller
260,76759,11.0,4.3,Action|Adventure|Fantasy|Sci-Fi,4.1,Adventure|Action|Science Fiction
261,110367,9587.0,3.65,Drama|Family|Romance,3.6,Drama|Romance
262,113670,19101.0,3.85,Drama|Family|Fantasy,3.75,Drama|Family|Fantasy
263,110296,49980.0,3.7,Drama,3.65,Drama
265,103994,18183.0,3.55,Drama|Romance,3.25,Drama|Romance
266,110322,4476.0,3.8,Drama|Romance|War|Western,3.7,Adventure|Drama|Romance|War
267,110443,11008.0,3.1,Adventure|Comedy|Family,3.0,Adventure|Comedy|Family
269,107566,32325.0,3.25,Crime|Drama,3.3,Crime|Drama
270,110391,43742.0,3.0,Comedy|Drama|Romance,2.75,Drama|Romance
271,113691,28313.0,3.2,Drama,3.35,Drama
272,110428,11318.0,3.6,Biography|Comedy|Drama|History,3.5,Comedy|Drama|History
273,109836,3036.0,3.2,Drama|Horror|Romance|Sci-Fi,3.15,Drama|Horror|Science Fiction|Romance
274,113755,40490.0,2.6,Comedy|Family,2.6,Action|Comedy|Family
275,110538,24070.0,2.75,Comedy|Drama,2.65,Comedy|Drama|Romance
276,110516,8986.0,2.8,Comedy|Romance,2.9,Comedy|Romance
277,110527,10510.0,3.25,Family|Fantasy,3.3,Fantasy|Drama|Family
278,113808,17402.0,2.65,Comedy,2.85,Comedy|Romance
279,113896,38722.0,3.65,Drama,3.7,Comedy|Drama
280,113870,8438.0,3.65,Drama|Thriller,3.55,Crime|Drama
281,110684,11593.0,3.7,Comedy|Drama,3.45,Drama|Comedy
282,110638,1945.0,3.25,Drama,3.25,Drama|Thriller
283,113967,39310.0,3.35,Crime|Drama,3.55,Crime|Drama
284,117169,109560.0,2.1,Action|Crime|Drama,1.5,Action|Thriller|Crime|Drama
285,106402,56428.0,1.65,Comedy|Horror,1.9,Horror
287,110671,131957.0,2.75,Comedy|Romance,2.9,Drama|Romance
288,110632,241.0,3.65,Action|Crime|Drama,3.55,Crime|Thriller|Drama
289,110737,9058.0,3.25,Comedy|Romance,3.35,Comedy|Romance
290,110729,527.0,3.95,Crime|Drama,3.8,Drama
291,114151,18220.0,2.2,Drama|Thriller,2.35,Drama|Romance|Thriller
292,114069,6950.0,3.3,Action|Drama|Thriller,3.2,Action|Drama|Science Fiction|Thriller
293,110413,101.0,4.25,Action|Crime|Drama|Thriller,4.15,Crime|Drama|Action
294,114113,63020.0,3.0,Comedy|Romance|Drama,3.15,Comedy|Drama|Romance
295,114210,2307.0,2.65,Comedy|Romance,3.0,Comedy|Drama|Romance
296,110912,680.0,4.45,Crime|Drama,4.25,Thriller|Crime
298,105652,25296.0,3.65,Comedy|Drama,3.3,Comedy|Drama
299,110889,40156.0,3.5,Drama|Romance,3.25,Drama|Romance
300,110932,11450.0,3.75,Biography|Drama|History,3.65,History|Drama
301,114129,30304.0,3.3,Drama|Romance,3.35,Drama|History
302,110963,10452.0,3.7,Biography|Drama|History|Romance,3.65,Drama|History
303,114214,12106.0,3.2,Action|Romance|Thriller|Western,3.2,Western|Thriller|Adventure|Action
304,114296,161495.0,3.2,Comedy|Drama,3.2,Drama|Comedy
305,110907,3586.0,2.55,Comedy|Drama,2.7,Drama|Comedy
306,111495,110.0,4.05,Drama|Mystery|Romance,4.05,Drama|Mystery|Romance
307,108394,108.0,3.95,Drama|Music|Mystery|Romance,3.9,Drama
308,111507,109.0,3.85,Comedy|Drama|Romance,3.8,Comedy|Drama|Mystery
310,114268,36357.0,2.75,Drama|Family|Comedy,2.9,Comedy|Family|TV Movie
311,110965,92769.0,2.9,Drama|Horror|Thriller,2.35,Horror|Drama
312,114571,28033.0,2.6,Comedy|Drama,2.6,Comedy|Drama
313,111333,22586.0,3.2,Animation|Comedy|Family|Fantasy|Musical|Romance,3.3,Animation|Fantasy|Family|Adventure|Comedy
314,111112,14334.0,3.75,Drama|Family|Fantasy,3.25,Drama|Family|Fantasy
315,111255,2636.0,2.8,Action|Drama|Thriller,2.8,Action|Thriller
316,111282,2164.0,3.55,Action|Adventure|Sci-Fi,3.45,Action|Adventure|Science Fiction
317,111070,11395.0,3.25,Comedy|Drama|Family|Fantasy,3.15,Fantasy|Drama|Comedy|Family
318,111161,278.0,4.65,Drama,4.35,Drama|Crime
319,111149,9905.0,3.65,Crime|Thriller,3.55,Crime|Thriller
320,108260,87078.0,3.3,Drama|Thriller,3.3,Drama|Thriller
321,106966,12527.0,3.7,Comedy|Drama|Romance,3.65,Comedy|Drama
322,114594,20306.0,3.55,Comedy|Crime,3.35,Crime|Comedy
324,111309,36614.0,3.65,Comedy|Drama,3.6,Comedy|Drama|Romance
325,113936,27993.0,2.85,Adventure|Comedy,2.85,Comedy
326,110081,31439.0,4.15,Drama|War,3.95,Drama|Romance|War
327,114614,9067.0,2.65,Action|Comedy|Sci-Fi,2.75,Action|Comedy|Fantasy|Science Fiction
328,114608,9059.0,3.35,Action|Fantasy|Horror|Thriller,3.3,Horror|Comedy|Thriller
329,111280,193.0,3.3,Action|Adventure|Mystery|Sci-Fi|Thriller,3.25,Science Fiction|Action|Adventure|Thriller
330,114609,25066.0,3.15,Crime|Horror|Thriller,3.0,Crime|Horror|Thriller
331,111454,46797.0,3.2,Biography|Drama|Romance,2.95,Drama|Romance
332,114852,12122.0,2.8,Horror|Sci-Fi|Thriller,2.95,Thriller|Horror|Science Fiction
333,114694,11381.0,3.55,Adventure|Comedy,3.4,Comedy
334,111590,32636.0,3.7,Comedy|Drama|Romance,3.45,Drama
335,114788,36141.0,3.05,Crime|Thriller,2.85,Thriller|Crime|Drama
336,114888,95963.0,2.4,Action|Drama|War,3.4,Drama|War
337,108550,1587.0,3.9,Drama,3.8,Romance|Drama
338,114857,9271.0,2.8,Action|Crime|Sci-Fi|Thriller,2.75,Action|Crime|Science Fiction|Thriller
339,114924,2064.0,3.35,Comedy|Drama|Romance,3.4,Comedy|Romance
340,111667,19855.0,3.4,Drama,3.3,Drama
341,109655,60855.0,3.5,Drama|Romance,2.8,Comedy|Romance
342,110598,236.0,3.6,Comedy|Drama,3.5,Drama|Comedy|Romance
343,112435,48287.0,2.9,Comedy|Drama|Family,2.8,Comedy|Drama|Family
344,109040,3049.0,3.45,Comedy,3.25,Comedy|Mystery
345,109045,2759.0,3.7,Comedy|Music,3.65,Drama|Comedy
346,106339,12635.0,3.3,Biography|Drama|Music|Romance,3.05,Drama|Music
347,104779,10497.0,3.6,Drama|Romance|Thriller,3.5,Thriller|Drama|Romance
348,109348,11382.0,3.7,Comedy|Crime,3.6,Action|Comedy|Thriller
349,109444,9331.0,3.45,Action|Crime|Drama|Thriller,3.3,Action|Drama|Thriller
350,109446,10731.0,3.35,Crime|Drama|Mystery|Thriller,3.3,Drama|Thriller|Crime|Mystery
351,109484,10464.0,3.3,Comedy|Drama|Romance,3.3,Comedy|Drama|Family|Romance
352,109504,34152.0,3.5,Comedy|Drama,3.6,Comedy|Drama
353,109506,9495.0,3.8,Action|Drama|Fantasy,3.75,Fantasy|Action|Thriller
354,109450,29973.0,3.2,Biography|Drama|Sport,3.2,Drama
355,109813,888.0,2.45,Comedy|Family|Fantasy,2.6,Fantasy|Comedy|Family
356,109830,13.0,4.4,Drama|Romance,4.2,Comedy|Drama|Romance
357,109831,712.0,3.5,Comedy|Drama|Romance,3.35,Comedy|Drama|Romance
358,113305,16295.0,3.25,Crime|Drama|Romance|Sport|Thriller,3.3,Romance|Drama|Crime
359,110091,48992.0,3.45,Comedy|Drama|Romance,3.35,Comedy|Drama|Romance
360,110093,10879.0,2.65,Action|Comedy|Romance|Thriller,2.75,Action|Comedy|Romance
361,110167,10660.0,3.15,Comedy|Drama|Romance,3.2,Comedy|Drama|Romance
362,110213,10714.0,3.0,Adventure|Family|Romance,2.9,Adventure|Drama|Family
363,107472,41647.0,4.1,Documentary|Biography|History,3.65,Documentary
364,110357,8587.0,4.25,Animation|Adventure|Drama|Family|Musical,4.15,Family|Animation|Drama
365,107426,1689.0,3.05,Drama,3.1,Drama|History
366,111686,11596.0,3.2,Fantasy|Horror|Mystery|Thriller,3.2,Horror|Thriller|Mystery|Fantasy
367,110475,854.0,3.45,Action|Comedy|Crime|Fantasy,3.4,Romance|Comedy|Crime|Fantasy
368,110478,9359.0,3.5,Action|Adventure|Comedy|Thriller|Western,3.4,Action|Adventure|Comedy|Drama|Western
369,110588,23333.0,3.2,Biography|Drama,3.35,Drama
370,110622,36593.0,3.25,Comedy|Crime,3.25,Comedy|Crime
371,110771,12280.0,3.3,Comedy|Drama,3.3,Comedy|Drama
372,110950,2788.0,3.3,Comedy|Drama|Romance,3.3,Drama|Comedy|Romance
373,105226,10427.0,3.5,Crime|Drama|Thriller,3.35,Thriller
374,110989,11011.0,2.65,Comedy|Family,2.8,Comedy|Family
376,110997,8987.0,3.2,Adventure|Crime|Thriller,3.2,Thriller
377,111257,1637.0,3.6,Action|Adventure|Thriller,3.5,Action|Adventure|Crime
378,111256,15128.0,2.9,Comedy|Romance,2.95,Comedy|Romance
379,111438,8831.0,2.95,Action|Crime|Sci-Fi|Thriller,2.9,Thriller|Science Fiction|Action|Crime
380,111503,36955.0,3.6,Action|Comedy|Thriller,3.45,Action|Thriller
381,111693,10449.0,3.3,Drama|Romance,3.3,Drama|Romance
382,111742,10395.0,3.1,Drama|Horror|Romance|Thriller,3.05,Fantasy|Drama|Horror
383,111756,12160.0,3.35,Adventure|Biography|Crime|Drama|Western,3.3,Drama|Action|Western|Adventure
384,112443,40480.0,2.7,Crime|Drama|Thriller,2.35,Action|Crime|Romance|Thriller
385,110455,52038.0,3.4,Comedy|Drama,3.25,Comedy|Drama
386,111048,29444.0,2.9,Comedy|Drama,2.75,Comedy|Drama
